zin_id,system,cover_text,stego_text,capacity_bits,bits_hidden,ppl_cover,ppl_stego,delta_ppl
28,synonyms,Het ritueel van koffiedrinken krijgt weer meer aandacht en waardering.,Het ritueel van koffiedrinken krijgt weer meer interesse en waardering.,2,2,3.4097203877979667,5.886743839530146,2.477023451732179
28,abbreviations,Het ritueel van koffiedrinken krijgt weer meer aandacht en waardering.,Het ritueel van koffiedrinken krijgt weer meer aandacht en waardering.,0,0,3.4097203877979667,3.4097203877979667,0.0
28,combined,Het ritueel van koffiedrinken krijgt weer meer aandacht en waardering.,Het ritueel van koffiedrinken krijgt weer meer interesse en waardering.,2,2,3.4097203877979667,5.886743839530146,2.477023451732179
29,synonyms,Sociale media hebben ook invloed gehad op de moderne koffiecultuur.,Sociale media hebben ook impact gehad op de moderne koffiecultuur.,1,1,10.105230165656543,13.814986804654884,3.709756638998341
29,abbreviations,Sociale media hebben ook invloed gehad op de moderne koffiecultuur.,Sociale media hebben ook invloed gehad op de moderne koffiecultuur.,0,0,10.105230165656543,10.105230165656543,0.0
29,combined,Sociale media hebben ook invloed gehad op de moderne koffiecultuur.,Sociale media hebben ook impact gehad op de moderne koffiecultuur.,1,1,10.105230165656543,13.814986804654884,3.709756638998341
30,synonyms,Instagram-waardige interieurs en latte art zijn belangrijk geworden voor veel etablissementen.,Instagram-waardige interieurs en latte art zijn belangrijk zijn voor veel etablissementen.,1,1,34.70689107492565,66.75490300241053,32.04801192748488
30,abbreviations,Instagram-waardige interieurs en latte art zijn belangrijk geworden voor veel etablissementen.,Instagram-waardige interieurs en latte art zijn belangrijk geworden vr veel etablissementen.,1,1,34.70689107492565,157.45019745939035,122.7433063844647
30,combined,Instagram-waardige interieurs en latte art zijn belangrijk geworden voor veel etablissementen.,Instagram-waardige interieurs en latte art zijn belangrijk zijn vr veel etablissementen.,2,2,34.70689107492565,276.7016128174922,241.99472174256658
31,synonyms,Toch blijft de essentie van het koffiehuis hetzelfde als eeuwen geleden.,Toch blijft de essentie van het koffiehuis hetzelfde als eeuwen geleden.,0,0,6.402016917360576,6.402016917360576,0.0
31,abbreviations,Toch blijft de essentie van het koffiehuis hetzelfde als eeuwen geleden.,Toch blijft de essentie v.h. koffiehuis hetzelfde als eeuwen geleden.,1,1,6.402016917360576,28.2855741612692,21.883557243908623
31,combined,Toch blijft de essentie van het koffiehuis hetzelfde als eeuwen geleden.,Toch blijft de essentie v.h. koffiehuis hetzelfde als eeuwen geleden.,1,1,6.402016917360576,28.2855741612692,21.883557243908623
32,synonyms,"Het gaat om een plek waar mensen samenkomen, converseren en ideeën uitwisselen.","Het gaat om een plek waar mensen ontmoeten, spreken en ideeën uitwisselen.",3,3,2.421496929695213,2.6224391169321635,0.20094218723695034
32,abbreviations,"Het gaat om een plek waar mensen samenkomen, converseren en ideeën uitwisselen.","Het gaat om een plek waar mensen samenkomen, converseren en ideeën uitwisselen.",0,0,2.421496929695213,2.421496929695213,0.0
32,combined,"Het gaat om een plek waar mensen samenkomen, converseren en ideeën uitwisselen.","Het gaat om een plek waar mensen ontmoeten, spreken en ideeën uitwisselen.",3,3,2.421496929695213,2.6224391169321635,0.20094218723695034
33,synonyms,De geur van verse koffie werkt nog steeds als een magneet op voorbijgangers.,De geur van verse koffie werkt nog steeds als een magneet op voorbijgangers.,0,0,2.173489204273522,2.173489204273522,0.0
33,abbreviations,De geur van verse koffie werkt nog steeds als een magneet op voorbijgangers.,De geur van verse koffie werkt nog steeds als een magneet op voorbijgangers.,0,0,2.173489204273522,2.173489204273522,0.0
33,combined,De geur van verse koffie werkt nog steeds als een magneet op voorbijgangers.,De geur van verse koffie werkt nog steeds als een magneet op voorbijgangers.,0,0,2.173489204273522,2.173489204273522,0.0
34,synonyms,Het geluid van pratende mensen en het gesis van de espressomachine vormen een vertrouwde symfonie.,Het geluid van pratende mensen en het gesis van de espressomachine vormen een vertrouwde symfonie.,0,0,9.798118056204718,9.798118056204718,0.0
34,abbreviations,Het geluid van pratende mensen en het gesis van de espressomachine vormen een vertrouwde symfonie.,Het geluid van pratende mensen en het gesis v.d. espressomachine vormen een vertrouwde symfonie.,1,1,9.798118056204718,19.691539788757904,9.893421732553186
34,combined,Het geluid van pratende mensen en het gesis van de espressomachine vormen een vertrouwde symfonie.,Het geluid van pratende mensen en het gesis v.d. espressomachine vormen een vertrouwde symfonie.,1,1,9.798118056204718,19.691539788757904,9.893421732553186
35,synonyms,In veel steden zijn koffiehuizen nog altijd broedplaatsen voor creativiteit en ondernemerschap.,In veel steden zijn koffiehuizen nog altijd broedplaatsen voor creativiteit en ondernemerschap.,0,0,6.8106519259971385,6.8106519259971385,0.0
35,abbreviations,In veel steden zijn koffiehuizen nog altijd broedplaatsen voor creativiteit en ondernemerschap.,In veel steden zijn koffiehuizen nog altijd broedplaatsen voor creativiteit en ondernemerschap.,1,1,6.8106519259971385,6.8106519259971385,0.0
35,combined,In veel steden zijn koffiehuizen nog altijd broedplaatsen voor creativiteit en ondernemerschap.,In veel steden zijn koffiehuizen nog altijd broedplaatsen voor creativiteit en ondernemerschap.,1,1,6.8106519259971385,6.8106519259971385,0.0
36,synonyms,Freelancers en studenten hebben deze plekken herontdekt als werkruimtes buiten huis.,Freelancers en studenten willen deze plekken herontdekt als werkruimtes buiten gebouw.,2,2,30.572016985111567,80.40134644866406,49.82932946355249
36,abbreviations,Freelancers en studenten hebben deze plekken herontdekt als werkruimtes buiten huis.,Freelancers en studenten hebben deze plekken herontdekt als werkruimtes buiten huis.,0,0,30.572016985111567,30.572016985111567,0.0
36,combined,Freelancers en studenten hebben deze plekken herontdekt als werkruimtes buiten huis.,Freelancers en studenten willen deze plekken herontdekt als werkruimtes buiten gebouw.,2,2,30.572016985111567,80.40134644866406,49.82932946355249
37,synonyms,"De combinatie van cafeïne, achtergrondgeluid en een levendige omgeving blijkt bevorderlijk voor productiviteit.","De combinatie van cafeïne, achtergrondgeluid en een levendige omgeving blijkt bevorderlijk voor productiviteit.",0,0,11.987744484450431,11.987744484450431,0.0
37,abbreviations,"De combinatie van cafeïne, achtergrondgeluid en een levendige omgeving blijkt bevorderlijk voor productiviteit.","De combinatie van cafeïne, achtergrondgeluid en een levendige omg. blijkt bevorderlijk voor productiviteit.",2,2,11.987744484450431,22.668149890529392,10.680405406078961
37,combined,"De combinatie van cafeïne, achtergrondgeluid en een levendige omgeving blijkt bevorderlijk voor productiviteit.","De combinatie van cafeïne, achtergrondgeluid en een levendige omg. blijkt bevorderlijk voor productiviteit.",2,2,11.987744484450431,22.668149890529392,10.680405406078961
38,synonyms,Sommige koffiehuizen bieden tegenwoordig specifieke voorzieningen voor deze werkende gasten.,Sommige koffiehuizen aanbieden tegenwoordig specifieke voorzieningen voor deze werkende gasten.,2,2,79.2130358571641,140.01504937617864,60.80201351901454
38,abbreviations,Sommige koffiehuizen bieden tegenwoordig specifieke voorzieningen voor deze werkende gasten.,Sommige koffiehuizen bieden tegenwoordig specifieke voorzieningen vr deze werkende gasten.,1,1,79.2130358571641,685.952717806032,606.7396819488679
38,combined,Sommige koffiehuizen bieden tegenwoordig specifieke voorzieningen voor deze werkende gasten.,Sommige koffiehuizen aanbieden tegenwoordig specifieke voorzieningen voor deze werkende gasten.,3,3,79.2130358571641,140.01504937617864,60.80201351901454
39,synonyms,"Wifi, stopcontacten en grote tafels zijn essentiële faciliteiten geworden.","Wifi, stopcontacten en grote tafels zijn essentiële faciliteiten geworden.",1,1,17.59761371746789,17.59761371746789,0.0
39,abbreviations,"Wifi, stopcontacten en grote tafels zijn essentiële faciliteiten geworden.","Wifi, stopcontacten en grote tafels zijn essentiële faciliteiten geworden.",0,0,17.59761371746789,17.59761371746789,0.0
39,combined,"Wifi, stopcontacten en grote tafels zijn essentiële faciliteiten geworden.","Wifi, stopcontacten en grote tafels zijn essentiële faciliteiten geworden.",1,1,17.59761371746789,17.59761371746789,0.0
40,synonyms,Tegelijkertijd proberen eigenaren een balans te vinden tussen werkers en sociale gasten.,Tegelijkertijd zien eigenaren een balans te vinden tussen werkers en sociale gasten.,3,3,7.427661563075273,12.683347478415365,5.255685915340092
40,abbreviations,Tegelijkertijd proberen eigenaren een balans te vinden tussen werkers en sociale gasten.,Tegelijkertijd proberen eigenaren een balans te vinden tussen werkers en sociale gasten.,0,0,7.427661563075273,7.427661563075273,0.0
40,combined,Tegelijkertijd proberen eigenaren een balans te vinden tussen werkers en sociale gasten.,Tegelijkertijd zien eigenaren een balans te vinden tussen werkers en sociale gasten.,3,3,7.427661563075273,12.683347478415365,5.255685915340092
41,synonyms,De koffiecultuur verschilt sterk per land en regio.,De koffiecultuur verschilt sterk per staat en gebied.,2,2,4.714582793611144,8.780739964157977,4.066157170546833
41,abbreviations,De koffiecultuur verschilt sterk per land en regio.,De koffiecultuur verschilt sterk p. land en regio.,1,1,4.714582793611144,92.3729527196785,87.65836992606735
41,combined,De koffiecultuur verschilt sterk per land en regio.,De koffiecultuur verschilt sterk per staat en gebied.,3,3,4.714582793611144,8.780739964157977,4.066157170546833
42,synonyms,Italianen drinken hun espresso staand aan de bar in enkele seconden.,Italianen drinken hun espresso staand aan de bar in enkele seconden.,1,1,23.82299611126708,23.82299611126708,0.0
42,abbreviations,Italianen drinken hun espresso staand aan de bar in enkele seconden.,Italianen drinken hun espresso staand aan de bar in enkele seconden.,1,1,23.82299611126708,23.82299611126708,0.0
42,combined,Italianen drinken hun espresso staand aan de bar in enkele seconden.,Italianen drinken hun espresso staand a.d. bar in enkele seconden.,2,2,23.82299611126708,129.26823162755446,105.44523551628737
